Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
415-12-7487,B,Mandalay,Member,Female,Electronic accessories,56.19,8,22.476,471.996,03/14/2019,10:35,Cash,449.52,4.761904762,22.476,8.0
170-70-1519,B,Mandalay,Member,Male,Food and beverages,16.57,7,5.7995,121.7895,02/14/2019,11:34,Ewallet,115.99,4.761904762,5.7995,9.6
799-94-9835,B,Mandalay,Normal,Male,Electronic accessories,78.92,7,27.622,580.062,02/17/2019,16:28,Cash,552.44,4.761904762,27.622,6.3
874-12-5888,A,Yangon,Normal,Male,Electronic accessories,99.35,7,34.7725,730.2225,03/09/2019,12:46,Ewallet,695.45,4.761904762,34.7725,9.0
132-94-7868,B,Mandalay,Normal,Female,Electronic accessories,32.27,6,9.681,203.301,01/20/2019,14:12,Credit card,193.62,4.761904762,9.681,8.6
149-41-1724,C,Naypyitaw,Member,Male,Electronic accessories,16.06,10,8.03,168.63,01/05/2019,17:38,Credit card,160.6,4.761904762,8.03,8.2
849-83-6224,B,Mandalay,Normal,Male,Food and beverages,29.55,1,1.4775,31.0275,01/18/2019,18:18,Ewallet,29.55,4.761904762,1.4775,8.9
705-32-7999,C,Naypyitaw,Normal,Male,Home and lifestyle,88.85,9,39.9825,839.6325,01/29/2019,16:19,Cash,799.65,4.761904762,39.9825,4.4
407-58-4012,C,Naypyitaw,Normal,Male,Home and lifestyle,94.73,7,33.1555,696.2655,03/09/2019,15:44,Cash,663.11,4.761904762,33.1555,6.4
670-77-3196,C,Naypyitaw,Normal,Male,Electronic accessories,37.06,3,5.559,116.739,03/01/2019,10:35,Cash,111.18,4.761904762,5.559,9.8
295-16-5398,B,Mandalay,Member,Female,Electronic accessories,39.72,2,3.972,83.412,02/27/2019,15:05,Credit card,79.44,4.761904762,3.972,8.3
440-48-1251,B,Mandalay,Member,Male,Electronic accessories,82.41,10,41.205,865.305,03/27/2019,18:13,Cash,824.1,4.761904762,41.205,5.3
345-80-6269,A,Yangon,Member,Male,Fashion accessories,99.95,8,39.98,839.58,02/01/2019,19:45,Ewallet,799.6,4.761904762,39.98,6.4
922-70-6246,B,Mandalay,Normal,Female,Food and beverages,68.38,5,17.095,358.995,02/03/2019,15:32,Cash,341.9,4.761904762,17.095,6.8
693-63-5836,A,Yangon,Normal,Female,Sports and travel,14.11,4,2.822,59.262,01/19/2019,10:16,Credit card,56.44,4.761904762,2.822,9.6
881-72-9037,A,Yangon,Member,Female,Electronic accessories,44.18,4,8.836,185.556,03/05/2019,18:41,Credit card,176.72,4.761904762,8.836,6.0
160-77-1554,B,Mandalay,Member,Female,Electronic accessories,22.59,9,10.1655,213.4755,03/04/2019,12:58,Credit card,203.31,4.761904762,10.1655,9.9
482-17-8916,A,Yangon,Member,Male,Sports and travel,22.37,4,4.474,93.954,01/09/2019,12:00,Ewallet,89.48,4.761904762,4.474,7.0
393-12-9228,C,Naypyitaw,Normal,Male,Health and beauty,57.89,7,20.2615,425.4915,01/02/2019,10:33,Credit card,405.23,4.761904762,20.2615,5.6
934-55-5379,C,Naypyitaw,Normal,Male,Health and beauty,92.62,9,41.679,875.259,01/20/2019,13:12,Credit card,833.58,4.761904762,41.679,7.2
182-93-1519,B,Mandalay,Member,Female,Sports and travel,51.31,4,10.262,215.502,03/31/2019,13:19,Credit card,205.24,4.761904762,10.262,9.0
965-65-6427,A,Yangon,Normal,Female,Sports and travel,59.74,1,2.987,62.727,03/23/2019,10:44,Ewallet,59.74,4.761904762,2.987,4.5
387-79-1539,C,Naypyitaw,Member,Male,Electronic accessories,29.03,10,14.515,304.815,03/02/2019,14:02,Ewallet,290.3,4.761904762,14.515,8.1
954-59-9856,A,Yangon,Normal,Male,Electronic accessories,62.83,7,21.9905,461.8005,01/10/2019,14:10,Credit card,439.81,4.761904762,21.9905,5.4
177-53-7499,B,Mandalay,Normal,Male,Fashion accessories,75.17,9,33.8265,710.3565,02/14/2019,10:06,Cash,676.53,4.761904762,33.8265,5.4
776-58-2404,B,Mandalay,Member,Female,Sports and travel,54.15,6,16.245,341.145,03/12/2019,16:27,Ewallet,324.9,4.761904762,16.245,8.1
498-50-6909,C,Naypyitaw,Normal,Male,Fashion accessories,16.61,5,4.1525,87.2025,01/20/2019,16:45,Credit card,83.05,4.761904762,4.1525,4.9
670-81-9395,A,Yangon,Member,Male,Home and lifestyle,50.02,5,12.505,262.605,01/14/2019,12:05,Ewallet,250.1,4.761904762,12.505,6.6
112-47-7779,B,Mandalay,Member,Male,Health and beauty,41.85,2,4.185,87.885,03/18/2019,19:50,Cash,83.7,4.761904762,4.185,9.2
249-18-3739,B,Mandalay,Member,Male,Food and beverages,56.89,7,19.9115,418.1415,01/22/2019,12:17,Cash,398.23,4.761904762,19.9115,5.6
708-88-4203,B,Mandalay,Normal,Female,Home and lifestyle,53.58,2,5.358,112.518,02/16/2019,14:15,Credit card,107.16,4.761904762,5.358,7.8
540-93-3230,B,Mandalay,Member,Male,Home and lifestyle,10.61,7,3.7135,77.9835,02/12/2019,19:24,Cash,74.27,4.761904762,3.7135,6.6
689-41-6339,B,Mandalay,Normal,Male,Sports and travel,38.27,7,13.3945,281.2845,02/10/2019,14:47,Credit card,267.89,4.761904762,13.3945,7.8
663-13-8563,B,Mandalay,Normal,Female,Home and lifestyle,20.25,10,10.125,212.625,01/26/2019,19:34,Ewallet,202.5,4.761904762,10.125,8.1
347-42-3525,C,Naypyitaw,Member,Female,Home and lifestyle,84.81,2,8.481,178.101,02/22/2019,20:31,Ewallet,169.62,4.761904762,8.481,7.8
990-98-7853,C,Naypyitaw,Normal,Female,Health and beauty,50.41,10,25.205,529.305,03/03/2019,19:25,Credit card,504.1,4.761904762,25.205,7.0
354-94-6816,C,Naypyitaw,Member,Female,Fashion accessories,90.59,9,40.7655,856.0755,03/18/2019,20:58,Ewallet,815.31,4.761904762,40.7655,4.7
864-76-4621,A,Yangon,Member,Female,Home and lifestyle,96.9,7,33.915,712.215,01/14/2019,10:06,Cash,678.3,4.761904762,33.915,5.3
594-23-5840,B,Mandalay,Normal,Female,Sports and travel,79.5,10,39.75,834.75,03/30/2019,18:09,Cash,795.0,4.761904762,39.75,10.0
456-70-2599,B,Mandalay,Member,Male,Fashion accessories,22.75,5,5.6875,119.4375,02/13/2019,17:50,Ewallet,113.75,4.761904762,5.6875,7.1
268-41-9454,B,Mandalay,Normal,Female,Health and beauty,37.02,2,3.702,77.742,01/03/2019,15:41,Ewallet,74.04,4.761904762,3.702,8.1
773-65-7481,A,Yangon,Member,Female,Food and beverages,48.37,8,19.348,406.308,01/30/2019,16:40,Ewallet,386.96,4.761904762,19.348,5.1
164-83-2667,A,Yangon,Member,Female,Food and beverages,48.66,1,2.433,51.093,01/28/2019,13:17,Credit card,48.66,4.761904762,2.433,8.9
754-50-7367,C,Naypyitaw,Member,Female,Home and lifestyle,27.73,2,2.773,58.233,02/03/2019,20:55,Cash,55.46,4.761904762,2.773,7.2
404-88-2388,C,Naypyitaw,Normal,Male,Home and lifestyle,41.68,8,16.672,350.112,03/21/2019,12:52,Credit card,333.44,4.761904762,16.672,8.2
528-86-3258,C,Naypyitaw,Member,Female,Health and beauty,31.47,2,3.147,66.087,01/24/2019,15:44,Ewallet,62.94,4.761904762,3.147,7.1
601-46-3298,C,Naypyitaw,Normal,Female,Electronic accessories,53.8,9,24.21,508.41,03/30/2019,20:59,Ewallet,484.2,4.761904762,24.21,7.3
675-74-9109,A,Yangon,Normal,Female,Food and beverages,14.82,6,4.446,93.366,01/02/2019,17:08,Ewallet,88.92,4.761904762,4.446,8.9
325-47-1535,B,Mandalay,Normal,Female,Fashion accessories,85.58,8,34.232,718.872,01/22/2019,11:36,Ewallet,684.64,4.761904762,34.232,8.8
374-79-7010,B,Mandalay,Member,Female,Electronic accessories,80.26,10,40.13,842.73,03/05/2019,18:32,Ewallet,802.6,4.761904762,40.13,7.4
133-67-5305,C,Naypyitaw,Member,Female,Food and beverages,29.67,7,10.3845,218.0745,01/14/2019,20:48,Ewallet,207.69,4.761904762,10.3845,5.8
724-90-8015,B,Mandalay,Member,Female,Health and beauty,79.8,4,15.96,335.16,01/27/2019,19:44,Cash,319.2,4.761904762,15.96,9.2
431-47-5740,A,Yangon,Member,Male,Electronic accessories,82.48,10,41.24,866.04,02/14/2019,18:17,Credit card,824.8,4.761904762,41.24,7.2
986-26-5090,C,Naypyitaw,Normal,Male,Electronic accessories,96.64,7,33.824,710.304,01/08/2019,14:55,Credit card,676.48,4.761904762,33.824,4.8
562-19-2525,A,Yangon,Normal,Male,Fashion accessories,45.34,3,6.801,142.821,03/15/2019,20:17,Credit card,136.02,4.761904762,6.801,6.5
569-91-6869,B,Mandalay,Normal,Female,Sports and travel,95.51,6,28.653,601.713,03/16/2019,10:55,Credit card,573.06,4.761904762,28.653,4.6
691-26-8951,A,Yangon,Normal,Male,Sports and travel,84.23,8,33.692,707.532,02/04/2019,15:53,Cash,673.84,4.761904762,33.692,6.0
100-64-4314,B,Mandalay,Member,Male,Health and beauty,66.35,8,26.54,557.34,01/03/2019,11:59,Ewallet,530.8,4.761904762,26.54,6.6
780-93-3711,C,Naypyitaw,Member,Female,Electronic accessories,88.69,5,22.1725,465.6225,01/12/2019,20:23,Cash,443.45,4.761904762,22.1725,4.5
318-71-2276,A,Yangon,Normal,Female,Fashion accessories,72.94,4,14.588,306.348,02/24/2019,20:05,Credit card,291.76,4.761904762,14.588,4.6
334-59-2463,A,Yangon,Member,Female,Health and beauty,10.73,6,3.219,67.599,01/16/2019,16:44,Ewallet,64.38,4.761904762,3.219,6.9
793-28-2120,C,Naypyitaw,Member,Male,Home and lifestyle,43.08,5,10.77,226.17,01/18/2019,16:49,Ewallet,215.4,4.761904762,10.77,7.8
553-37-2420,C,Naypyitaw,Member,Male,Sports and travel,41.6,4,8.32,174.72,03/22/2019,12:58,Cash,166.4,4.761904762,8.32,7.7
760-20-5065,A,Yangon,Member,Male,Food and beverages,75.69,6,22.707,476.847,02/24/2019,15:50,Ewallet,454.14,4.761904762,22.707,5.5
402-92-1894,C,Naypyitaw,Normal,Male,Fashion accessories,88.82,4,17.764,373.044,03/08/2019,19:32,Ewallet,355.28,4.761904762,17.764,8.5
424-26-7337,A,Yangon,Normal,Female,Health and beauty,31.69,10,15.845,332.745,01/10/2019,18:56,Ewallet,316.9,4.761904762,15.845,9.9
320-15-1990,C,Naypyitaw,Normal,Female,Food and beverages,71.46,8,28.584,600.264,01/10/2019,10:37,Ewallet,571.68,4.761904762,28.584,4.1
185-49-2294,B,Mandalay,Normal,Female,Sports and travel,73.16,2,7.316,153.636,03/23/2019,18:34,Credit card,146.32,4.761904762,7.316,4.9
815-65-4909,C,Naypyitaw,Member,Male,Food and beverages,39.4,10,19.7,413.7,03/23/2019,20:43,Credit card,394.0,4.761904762,19.7,4.4
858-32-2956,A,Yangon,Member,Male,Sports and travel,20.44,10,10.22,214.62,03/19/2019,10:19,Credit card,204.4,4.761904762,10.22,8.5
480-26-5403,A,Yangon,Member,Male,Electronic accessories,54.67,6,16.401,344.421,03/08/2019,18:50,Credit card,328.02,4.761904762,16.401,5.6
742-19-9128,C,Naypyitaw,Member,Male,Home and lifestyle,82.63,5,20.6575,433.8075,03/09/2019,11:16,Credit card,413.15,4.761904762,20.6575,9.9
790-24-4742,B,Mandalay,Normal,Male,Sports and travel,87.33,3,13.0995,275.0895,02/17/2019,12:16,Ewallet,261.99,4.761904762,13.0995,9.4
978-14-7870,C,Naypyitaw,Member,Male,Health and beauty,32.01,8,12.804,268.884,02/16/2019,16:58,Ewallet,256.08,4.761904762,12.804,5.1
789-16-3938,A,Yangon,Normal,Male,Sports and travel,92.42,6,27.726,582.246,02/04/2019,11:36,Cash,554.52,4.761904762,27.726,4.7
477-35-5777,A,Yangon,Member,Female,Health and beauty,88.92,5,22.23,466.83,02/09/2019,15:05,Credit card,444.6,4.761904762,22.23,6.7
519-13-4817,C,Naypyitaw,Normal,Male,Sports and travel,43.14,8,17.256,362.376,01/26/2019,18:48,Ewallet,345.12,4.761904762,17.256,4.9
529-72-1981,C,Naypyitaw,Normal,Male,Home and lifestyle,10.13,7,3.5455,74.4555,02/09/2019,11:13,Credit card,70.91,4.761904762,3.5455,9.9
197-74-3187,A,Yangon,Normal,Male,Health and beauty,92.91,9,41.8095,877.9995,02/22/2019,15:29,Credit card,836.19,4.761904762,41.8095,4.5
422-60-6345,C,Naypyitaw,Normal,Male,Food and beverages,61.1,7,21.385,449.085,03/26/2019,12:15,Cash,427.7,4.761904762,21.385,5.6
560-69-6145,B,Mandalay,Normal,Female,Electronic accessories,16.72,4,3.344,70.224,01/18/2019,19:06,Ewallet,66.88,4.761904762,3.344,4.6
411-99-1660,B,Mandalay,Member,Female,Electronic accessories,50.67,8,20.268,425.628,02/03/2019,11:05,Ewallet,405.36,4.761904762,20.268,8.8
939-32-1509,A,Yangon,Normal,Male,Health and beauty,74.0,6,22.2,466.2,02/20/2019,18:03,Credit card,444.0,4.761904762,22.2,5.8
943-61-7098,B,Mandalay,Normal,Male,Health and beauty,51.58,3,7.737,162.477,01/16/2019,10:03,Ewallet,154.74,4.761904762,7.737,4.8
967-52-3007,C,Naypyitaw,Member,Female,Health and beauty,11.96,2,1.196,25.116,01/26/2019,20:28,Ewallet,23.92,4.761904762,1.196,4.6
276-55-4517,A,Yangon,Normal,Male,Electronic accessories,93.16,7,32.606,684.726,02/20/2019,17:01,Cash,652.12,4.761904762,32.606,8.1
610-62-8848,A,Yangon,Normal,Female,Sports and travel,89.5,1,4.475,93.975,03/20/2019,19:39,Ewallet,89.5,4.761904762,4.475,7.9
656-12-7266,A,Yangon,Member,Female,Sports and travel,22.35,4,4.47,93.87,03/24/2019,18:15,Credit card,89.4,4.761904762,4.47,10.0
126-50-4588,C,Naypyitaw,Normal,Female,Food and beverages,80.32,6,24.096,506.016,03/14/2019,18:20,Cash,481.92,4.761904762,24.096,5.6
372-78-1916,A,Yangon,Normal,Male,Sports and travel,57.64,10,28.82,605.22,01/30/2019,12:06,Ewallet,576.4,4.761904762,28.82,7.9
817-55-3328,A,Yangon,Normal,Female,Electronic accessories,25.85,10,12.925,271.425,02/10/2019,15:58,Credit card,258.5,4.761904762,12.925,4.2
120-77-8831,C,Naypyitaw,Member,Female,Food and beverages,37.81,8,15.124,317.604,01/05/2019,11:03,Ewallet,302.48,4.761904762,15.124,7.6
245-24-9622,A,Yangon,Normal,Male,Electronic accessories,40.66,3,6.099,128.079,02/11/2019,10:01,Ewallet,121.98,4.761904762,6.099,7.5
261-65-8982,B,Mandalay,Member,Female,Fashion accessories,94.76,7,33.166,696.486,03/17/2019,11:21,Cash,663.32,4.761904762,33.166,5.9
487-49-5825,C,Naypyitaw,Normal,Male,Fashion accessories,97.18,10,48.59,1020.39,02/15/2019,13:42,Credit card,971.8,4.761904762,48.59,8.9
928-88-4619,A,Yangon,Member,Male,Fashion accessories,95.37,7,33.3795,700.9695,03/14/2019,10:11,Credit card,667.59,4.761904762,33.3795,5.9
190-95-6500,C,Naypyitaw,Member,Female,Electronic accessories,39.8,2,3.98,83.58,01/31/2019,15:20,Ewallet,79.6,4.761904762,3.98,7.8
149-59-8179,B,Mandalay,Member,Female,Electronic accessories,32.46,2,3.246,68.166,02/14/2019,14:50,Ewallet,64.92,4.761904762,3.246,8.3
907-83-4695,C,Naypyitaw,Normal,Male,Sports and travel,54.37,7,19.0295,399.6195,02/14/2019,18:24,Ewallet,380.59,4.761904762,19.0295,9.0
484-30-2228,A,Yangon,Normal,Male,Health and beauty,36.54,6,10.962,230.202,02/03/2019,11:04,Cash,219.24,4.761904762,10.962,5.0
544-30-1877,C,Naypyitaw,Member,Female,Food and beverages,98.66,8,39.464,828.744,01/04/2019,16:41,Ewallet,789.28,4.761904762,39.464,7.6
198-16-7437,A,Yangon,Normal,Male,Electronic accessories,46.83,9,21.0735,442.5435,03/11/2019,14:42,Cash,421.47,4.761904762,21.0735,5.8
591-35-2589,C,Naypyitaw,Normal,Male,Health and beauty,42.47,7,14.8645,312.1545,01/12/2019,14:52,Credit card,297.29,4.761904762,14.8645,7.8
776-43-2493,A,Yangon,Member,Male,Fashion accessories,36.26,2,3.626,76.146,03/02/2019,11:19,Cash,72.52,4.761904762,3.626,6.8
369-38-5400,C,Naypyitaw,Normal,Male,Home and lifestyle,89.69,6,26.907,565.047,01/24/2019,17:02,Cash,538.14,4.761904762,26.907,6.6
874-85-4727,C,Naypyitaw,Member,Male,Fashion accessories,70.07,2,7.007,147.147,03/27/2019,15:51,Credit card,140.14,4.761904762,7.007,6.5
180-60-1568,C,Naypyitaw,Member,Female,Food and beverages,47.67,9,21.4515,450.4815,03/29/2019,17:36,Ewallet,429.03,4.761904762,21.4515,6.9
799-65-4308,C,Naypyitaw,Member,Male,Sports and travel,25.56,3,3.834,80.514,01/28/2019,13:08,Ewallet,76.68,4.761904762,3.834,6.5
977-45-9514,C,Naypyitaw,Member,Female,Home and lifestyle,91.96,2,9.196,193.116,01/12/2019,16:35,Cash,183.92,4.761904762,9.196,7.3
676-22-5687,B,Mandalay,Member,Female,Health and beauty,47.3,3,7.095,148.995,03/14/2019,19:37,Ewallet,141.9,4.761904762,7.095,9.5
512-28-7581,C,Naypyitaw,Normal,Female,Home and lifestyle,44.47,8,17.788,373.548,03/15/2019,19:30,Ewallet,355.76,4.761904762,17.788,5.0
410-49-5593,A,Yangon,Normal,Female,Fashion accessories,31.38,8,12.552,263.592,02/04/2019,15:01,Cash,251.04,4.761904762,12.552,8.9
191-34-8237,B,Mandalay,Member,Male,Electronic accessories,37.04,8,14.816,311.136,02/11/2019,14:46,Cash,296.32,4.761904762,14.816,7.6
513-27-9589,A,Yangon,Normal,Female,Food and beverages,88.04,1,4.402,92.442,03/07/2019,12:04,Cash,88.04,4.761904762,4.402,8.3
469-35-5488,C,Naypyitaw,Member,Male,Electronic accessories,88.76,4,17.752,372.792,01/08/2019,13:02,Cash,355.04,4.761904762,17.752,4.3
991-70-6730,B,Mandalay,Normal,Female,Fashion accessories,93.07,1,4.6535,97.7235,01/31/2019,15:31,Credit card,93.07,4.761904762,4.6535,6.7
685-37-4626,B,Mandalay,Member,Female,Fashion accessories,84.77,2,8.477,178.017,02/06/2019,10:24,Ewallet,169.54,4.761904762,8.477,5.0
762-32-1138,C,Naypyitaw,Member,Male,Home and lifestyle,68.64,9,30.888,648.648,01/03/2019,20:00,Cash,617.76,4.761904762,30.888,9.5
323-69-5950,A,Yangon,Normal,Female,Fashion accessories,97.02,5,24.255,509.355,02/24/2019,16:54,Cash,485.1,4.761904762,24.255,6.8
800-23-8892,C,Naypyitaw,Normal,Male,Health and beauty,56.03,6,16.809,352.989,03/13/2019,20:38,Credit card,336.18,4.761904762,16.809,5.7
253-76-4937,A,Yangon,Normal,Female,Fashion accessories,39.26,5,9.815,206.115,02/03/2019,20:45,Credit card,196.3,4.761904762,9.815,5.8
514-59-1578,A,Yangon,Normal,Female,Fashion accessories,22.59,1,1.1295,23.7195,03/25/2019,17:18,Cash,22.59,4.761904762,1.1295,9.4
407-31-3967,C,Naypyitaw,Member,Female,Fashion accessories,74.2,9,33.39,701.19,03/23/2019,17:58,Credit card,667.8,4.761904762,33.39,6.2
327-55-4659,B,Mandalay,Member,Female,Electronic accessories,76.68,9,34.506,724.626,01/24/2019,20:57,Cash,690.12,4.761904762,34.506,7.9
987-91-2166,C,Naypyitaw,Normal,Female,Home and lifestyle,43.45,10,21.725,456.225,02/07/2019,17:54,Ewallet,434.5,4.761904762,21.725,6.8
305-53-7704,B,Mandalay,Member,Male,Fashion accessories,44.35,5,11.0875,232.8375,02/22/2019,10:55,Ewallet,221.75,4.761904762,11.0875,4.8
420-91-1950,C,Naypyitaw,Normal,Male,Home and lifestyle,87.61,3,13.1415,275.9715,01/11/2019,17:21,Credit card,262.83,4.761904762,13.1415,9.9
544-91-8035,A,Yangon,Normal,Female,Electronic accessories,78.5,3,11.775,247.275,03/15/2019,12:31,Ewallet,235.5,4.761904762,11.775,4.8
643-34-1293,B,Mandalay,Normal,Female,Sports and travel,10.42,9,4.689,98.469,01/26/2019,15:00,Cash,93.78,4.761904762,4.689,8.5
413-31-2069,C,Naypyitaw,Member,Male,Electronic accessories,72.41,6,21.723,456.183,02/09/2019,12:06,Cash,434.46,4.761904762,21.723,7.0
450-72-6885,A,Yangon,Normal,Female,Sports and travel,75.5,10,37.75,792.75,03/09/2019,15:27,Credit card,755.0,4.761904762,37.75,10.0
475-93-1612,A,Yangon,Member,Female,Health and beauty,30.56,3,4.584,96.264,01/28/2019,10:37,Credit card,91.68,4.761904762,4.584,5.0
554-58-3024,B,Mandalay,Normal,Male,Food and beverages,99.51,2,9.951,208.971,03/25/2019,10:03,Credit card,199.02,4.761904762,9.951,4.7
376-89-3247,C,Naypyitaw,Normal,Female,Fashion accessories,23.78,1,1.189,24.969,02/08/2019,16:42,Ewallet,23.78,4.761904762,1.189,8.0
951-76-4304,B,Mandalay,Member,Male,Home and lifestyle,20.26,2,2.026,42.546,03/05/2019,13:38,Ewallet,40.52,4.761904762,2.026,8.7
787-21-2809,B,Mandalay,Normal,Female,Electronic accessories,13.55,8,5.42,113.82,01/27/2019,17:21,Ewallet,108.4,4.761904762,5.42,4.0
403-43-8606,C,Naypyitaw,Normal,Male,Health and beauty,80.15,2,8.015,168.315,01/13/2019,14:41,Ewallet,160.3,4.761904762,8.015,6.7
971-15-1158,A,Yangon,Member,Male,Health and beauty,86.69,6,26.007,546.147,03/28/2019,15:27,Credit card,520.14,4.761904762,26.007,4.7
510-61-8479,A,Yangon,Member,Female,Home and lifestyle,90.5,10,45.25,950.25,02/04/2019,11:23,Cash,905.0,4.761904762,45.25,5.1
964-30-2699,B,Mandalay,Normal,Female,Sports and travel,68.39,3,10.2585,215.4285,01/15/2019,12:44,Credit card,205.17,4.761904762,10.2585,4.4
844-26-8914,B,Mandalay,Normal,Female,Electronic accessories,65.01,6,19.503,409.563,03/20/2019,10:55,Credit card,390.06,4.761904762,19.503,9.3
637-83-4669,B,Mandalay,Member,Female,Sports and travel,14.14,5,3.535,74.235,03/25/2019,15:00,Credit card,70.7,4.761904762,3.535,9.2
252-81-1894,C,Naypyitaw,Normal,Male,Sports and travel,69.55,4,13.91,292.11,03/03/2019,15:42,Credit card,278.2,4.761904762,13.91,7.8
151-74-4648,A,Yangon,Member,Female,Sports and travel,88.24,2,8.824,185.304,03/04/2019,15:15,Cash,176.48,4.761904762,8.824,9.8
221-73-1291,C,Naypyitaw,Normal,Female,Electronic accessories,17.09,8,6.836,143.556,03/15/2019,17:05,Cash,136.72,4.761904762,6.836,6.7
620-81-4389,A,Yangon,Normal,Female,Health and beauty,60.14,1,3.007,63.147,01/12/2019,19:39,Credit card,60.14,4.761904762,3.007,5.8
833-94-6952,C,Naypyitaw,Normal,Female,Home and lifestyle,84.27,4,16.854,353.934,02/28/2019,15:35,Credit card,337.08,4.761904762,16.854,7.6
398-80-9552,C,Naypyitaw,Normal,Male,Health and beauty,78.33,4,15.666,328.986,01/01/2019,15:22,Credit card,313.32,4.761904762,15.666,9.8
972-60-4532,B,Mandalay,Member,Male,Electronic accessories,54.31,7,19.0085,399.1785,01/14/2019,14:39,Ewallet,380.17,4.761904762,19.0085,5.1
561-68-9260,B,Mandalay,Member,Female,Health and beauty,78.14,1,3.907,82.047,03/23/2019,20:37,Ewallet,78.14,4.761904762,3.907,8.6
281-98-3845,A,Yangon,Normal,Male,Food and beverages,76.25,9,34.3125,720.5625,02/25/2019,19:30,Credit card,686.25,4.761904762,34.3125,8.7
723-98-5067,C,Naypyitaw,Member,Male,Sports and travel,69.17,10,34.585,726.285,02/11/2019,18:56,Cash,691.7,4.761904762,34.585,6.5
624-48-9975,B,Mandalay,Normal,Female,Home and lifestyle,50.75,3,7.6125,159.8625,01/18/2019,16:38,Credit card,152.25,4.761904762,7.6125,9.3
827-93-3913,B,Mandalay,Member,Male,Electronic accessories,66.17,5,16.5425,347.3925,03/29/2019,15:58,Credit card,330.85,4.761904762,16.5425,4.8
961-78-5684,C,Naypyitaw,Normal,Male,Home and lifestyle,60.6,10,30.3,636.3,03/15/2019,20:45,Cash,606.0,4.761904762,30.3,8.0
264-46-5105,B,Mandalay,Member,Male,Health and beauty,44.27,1,2.2135,46.4835,03/27/2019,10:12,Cash,44.27,4.761904762,2.2135,8.5
857-81-4675,A,Yangon,Member,Female,Electronic accessories,77.82,1,3.891,81.711,02/15/2019,17:06,Credit card,77.82,4.761904762,3.891,9.2
907-97-6122,C,Naypyitaw,Normal,Male,Food and beverages,80.58,5,20.145,423.045,03/30/2019,20:03,Cash,402.9,4.761904762,20.145,6.3
763-57-9955,C,Naypyitaw,Member,Male,Fashion accessories,32.62,10,16.31,342.51,02/26/2019,13:58,Credit card,326.2,4.761904762,16.31,8.2
141-64-5572,C,Naypyitaw,Member,Male,Home and lifestyle,50.39,2,5.039,105.819,01/24/2019,12:47,Credit card,100.78,4.761904762,5.039,4.7
140-29-6285,C,Naypyitaw,Normal,Male,Electronic accessories,62.55,5,15.6375,328.3875,01/01/2019,15:29,Credit card,312.75,4.761904762,15.6375,9.6
325-33-9529,C,Naypyitaw,Member,Female,Sports and travel,81.08,9,36.486,766.206,02/15/2019,11:50,Credit card,729.72,4.761904762,36.486,5.9
439-56-5809,A,Yangon,Member,Female,Food and beverages,58.33,2,5.833,122.493,02/14/2019,13:56,Ewallet,116.66,4.761904762,5.833,8.0
140-97-6258,A,Yangon,Normal,Male,Health and beauty,70.2,8,28.08,589.68,01/31/2019,20:39,Credit card,561.6,4.761904762,28.08,5.5
620-67-8975,B,Mandalay,Member,Female,Home and lifestyle,58.62,5,14.655,307.755,01/04/2019,18:52,Cash,293.1,4.761904762,14.655,7.1
315-95-4492,A,Yangon,Normal,Male,Home and lifestyle,56.25,2,5.625,118.125,01/22/2019,18:34,Ewallet,112.5,4.761904762,5.625,7.8
570-52-1620,C,Naypyitaw,Normal,Male,Electronic accessories,58.39,7,20.4365,429.1665,03/24/2019,11:47,Credit card,408.73,4.761904762,20.4365,4.9
517-59-8391,A,Yangon,Member,Male,Electronic accessories,81.47,9,36.6615,769.8915,01/10/2019,19:52,Ewallet,733.23,4.761904762,36.6615,9.5
874-84-1745,C,Naypyitaw,Normal,Female,Home and lifestyle,11.52,2,1.152,24.192,03/10/2019,10:41,Credit card,23.04,4.761904762,1.152,7.7
941-94-1504,C,Naypyitaw,Member,Female,Food and beverages,19.55,5,4.8875,102.6375,03/19/2019,11:18,Cash,97.75,4.761904762,4.8875,6.3
914-92-7113,B,Mandalay,Member,Male,Electronic accessories,77.2,9,34.74,729.54,02/07/2019,20:09,Cash,694.8,4.761904762,34.74,8.1
866-54-4469,A,Yangon,Member,Male,Health and beauty,10.45,10,5.225,109.725,02/20/2019,18:35,Ewallet,104.5,4.761904762,5.225,5.8
972-16-9992,B,Mandalay,Member,Male,Electronic accessories,29.87,5,7.4675,156.8175,01/25/2019,11:11,Credit card,149.35,4.761904762,7.4675,8.8
787-93-4842,B,Mandalay,Member,Female,Fashion accessories,16.06,2,1.606,33.726,01/26/2019,19:31,Cash,32.12,4.761904762,1.606,6.1
256-82-6971,A,Yangon,Normal,Male,Electronic accessories,38.6,8,15.44,324.24,02/12/2019,19:42,Cash,308.8,4.761904762,15.44,8.2
850-52-8863,B,Mandalay,Normal,Male,Health and beauty,38.19,4,7.638,160.398,03/24/2019,16:17,Cash,152.76,4.761904762,7.638,4.8
979-27-9824,B,Mandalay,Normal,Female,Home and lifestyle,53.82,2,5.382,113.022,01/23/2019,20:38,Ewallet,107.64,4.761904762,5.382,9.1
